,Australia daily,Australia_whole,Australia,Australia,Australia,Australia,Australia,Australia,Australia,Australia,China daily,China_whole,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,Denmark daily,Denmark_whole,Denmark,Denmark,Denmark,Indonesia daily,Indonesia,Ireland daily,Ireland,Japan daily,Japan,Portugal daily,Portugal,Singapore daily,Singapore,Spain daily,Spain,Turkey daily,Turkey,US daily,US,United Arab Emirates daily,United Arab Emirates,UK daily,UK_whole,United Kingdom,United Kingdom,United Kingdom,United Kingdom,United Kingdom,United Kingdom,United Kingdom,United Kingdom,United Kingdom,United Kingdom,United Kingdom,United Kingdom,Uruguay daily,Uruguay
3/6/20,0,2,0,1,0,0,0,0,0,1,29,3044,6,8,6,1,2,7,2,2,6,6,13,22,2,2931,4,1,0,1,1,1,0,0,0,1,6,3,0,3,3,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2,5,0,0,2,14,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3/7/20,0,2,0,1,0,0,0,0,0,1,28,3072,6,8,6,1,2,7,2,2,6,6,13,22,2,2959,4,1,0,1,1,1,0,0,0,1,6,3,0,3,3,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,10,0,0,3,17,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0
3/8/20,1,3,0,2,0,0,0,0,0,1,28,3100,6,8,6,1,2,7,2,2,6,6,13,22,3,2986,4,1,0,1,1,1,0,0,0,1,6,3,0,3,3,0,0,3,2,1,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,7,17,0,0,4,21,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0
3/9/20,0,3,0,2,0,0,0,0,0,1,23,3123,6,8,6,1,2,8,2,2,6,6,13,22,3,3008,4,1,0,1,1,1,0,0,0,1,6,3,0,3,3,0,0,3,2,1,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,11,28,0,0,1,22,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0
3/10/20,0,3,0,2,0,0,0,0,0,1,16,3139,6,8,6,1,2,8,2,2,6,6,13,22,3,3024,4,1,0,1,1,1,0,0,0,1,6,3,0,3,3,0,0,3,2,1,0,0,0,0,0,0,0,0,0,3,13,0,0,0,0,7,35,0,0,6,28,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0
3/11/20,0,3,0,2,0,0,0,0,0,1,22,3161,6,8,6,1,2,8,2,2,6,6,13,22,3,3046,4,1,0,1,1,1,0,0,0,1,6,3,0,3,3,0,0,3,2,1,0,0,0,0,0,1,1,1,1,2,15,0,0,0,0,19,54,0,0,5,33,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0
3/12/20,0,3,0,2,0,0,0,0,0,1,11,3172,6,8,6,1,2,8,2,2,6,6,13,22,3,3056,4,1,0,1,1,1,0,0,0,2,6,3,0,3,3,0,0,3,2,1,0,0,0,0,0,0,1,0,1,4,19,0,0,0,0,1,55,0,0,10,43,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0
3/13/20,0,3,0,2,0,0,0,0,0,1,8,3180,6,8,6,1,2,8,2,2,6,6,13,22,4,3062,4,1,0,1,1,1,0,0,0,2,7,3,0,3,3,0,0,3,2,1,0,0,0,0,0,3,4,0,1,2,21,0,0,0,0,78,133,0,0,8,51,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0
3/14/20,0,3,0,2,0,0,0,0,0,1,13,3193,6,8,6,1,2,8,2,2,6,6,13,22,4,3075,4,1,0,1,1,1,0,0,0,2,7,3,0,3,3,0,0,3,2,1,1,1,0,0,1,1,5,1,2,1,22,0,0,0,0,62,195,0,0,7,58,0,0,19,29,0,0,0,0,0,0,0,0,0,0,0,29,0,0
3/15/20,0,3,0,2,0,0,0,0,0,1,10,3203,6,8,6,1,2,8,2,2,6,6,13,22,4,3085,4,1,0,1,1,1,0,0,0,2,7,3,0,3,3,0,0,3,2,1,1,2,0,0,2,0,5,0,2,2,24,0,0,0,0,94,289,0,0,12,70,0,0,14,43,0,0,0,0,0,0,0,0,0,0,0,43,0,0
3/16/20,0,3,0,2,0,0,0,0,0,1,14,3217,6,8,6,1,2,8,2,2,6,6,13,22,4,3099,4,1,0,1,1,1,0,0,0,2,7,3,0,3,3,0,0,3,2,1,1,3,0,0,3,0,5,0,2,6,30,0,0,0,0,53,342,0,0,27,97,0,0,23,66,0,0,0,1,0,0,0,0,0,0,0,65,0,0
3/17/20,2,5,0,4,0,0,0,0,0,1,13,3230,6,8,6,1,2,8,2,2,6,6,13,22,4,3111,4,1,0,1,1,1,0,0,0,3,7,3,0,3,3,0,0,3,2,1,1,4,0,0,4,0,5,0,2,0,30,1,1,0,0,191,533,1,1,37,134,0,0,17,83,0,0,0,1,0,0,0,0,0,0,0,82,0,0
3/18/20,1,6,0,5,0,0,0,0,0,1,11,3241,6,8,6,1,2,8,2,2,6,6,13,22,4,3122,4,1,0,1,1,1,0,0,0,3,7,3,0,3,3,0,0,3,2,1,0,4,0,0,4,14,19,0,2,2,32,1,2,0,0,90,623,0,1,60,194,0,0,35,118,0,0,0,1,0,0,0,0,0,1,0,116,0,0
3/19/20,0,6,0,5,0,0,0,0,0,1,8,3249,6,8,6,1,2,8,2,2,6,6,13,22,4,3130,4,1,0,1,1,1,0,0,0,3,7,3,0,3,3,0,0,3,2,1,2,6,0,0,6,6,25,1,3,1,33,1,3,0,0,207,830,2,3,72,266,0,0,46,164,0,0,0,1,0,0,0,0,0,1,0,162,0,0
3/20/20,1,7,0,6,0,0,0,0,0,1,4,3253,6,8,6,1,2,8,2,2,6,6,13,22,4,3133,4,1,0,1,1,2,0,0,0,3,7,3,0,3,3,0,0,3,2,1,3,9,0,0,9,7,32,0,3,1,34,3,6,0,0,213,1043,1,4,106,372,2,2,32,196,0,0,0,1,0,0,0,0,0,1,0,194,0,0
3/21/20,0,7,0,6,0,0,0,0,0,1,6,3259,6,8,6,1,2,8,2,2,6,6,13,22,4,3139,4,1,0,1,1,2,0,0,0,3,7,3,0,3,3,0,0,3,2,1,4,13,0,0,13,6,38,0,3,2,36,6,12,2,2,332,1375,5,9,103,475,0,2,58,254,0,0,0,1,0,0,0,0,0,1,0,252,0,0
3/22/20,0,7,0,6,0,0,0,0,0,1,15,3274,6,8,6,1,2,8,2,2,6,6,13,22,4,3153,4,1,0,1,1,2,0,0,0,3,7,4,0,3,3,0,0,3,2,1,0,13,0,0,13,10,48,1,4,4,40,2,14,0,2,397,1772,21,30,128,603,0,2,35,289,0,0,0,1,0,0,0,0,0,0,0,288,0,0
3/23/20,0,7,0,6,0,0,0,0,0,1,0,3274,6,8,6,1,2,8,2,2,6,6,13,22,4,3153,4,1,0,1,1,2,0,0,0,3,7,4,0,3,3,0,0,3,2,1,11,24,0,0,24,1,49,2,6,1,41,9,23,0,2,539,2311,7,37,189,792,0,2,76,365,0,0,0,1,0,0,0,0,0,0,0,364,0,0
3/24/20,1,8,0,7,0,0,0,0,0,1,7,3281,6,8,6,1,2,8,2,2,6,6,13,22,4,3160,4,1,0,1,1,2,0,0,0,3,7,4,0,3,3,0,0,3,2,1,8,32,0,0,32,6,55,1,7,1,42,10,33,0,2,497,2808,7,44,241,1033,0,2,148,513,0,0,0,1,0,0,0,0,0,0,0,512,0,0
3/25/20,0,8,0,7,0,0,0,0,0,1,4,3285,6,8,6,1,2,8,2,2,6,6,13,22,4,3163,4,1,0,1,1,2,0,0,0,3,7,5,0,3,3,0,0,3,2,1,2,34,0,0,34,3,58,2,9,3,45,10,43,0,2,839,3647,15,59,336,1369,0,2,191,704,0,0,0,1,0,0,0,0,0,0,0,703,0,0
3/26/20,5,13,0,7,0,1,0,0,3,2,6,3291,6,8,6,1,2,8,2,2,6,6,13,22,4,3169,4,1,0,1,1,2,0,0,0,3,7,5,0,3,3,0,0,3,2,1,7,41,0,0,41,20,78,10,19,2,47,17,60,0,2,718,4365,16,75,416,1785,0,2,182,886,0,0,0,1,1,0,0,0,0,0,0,884,0,0
3/27/20,0,13,0,7,0,1,0,0,3,2,5,3296,6,8,6,1,2,8,2,2,6,6,13,22,4,3174,4,1,0,1,1,2,0,0,0,3,7,5,0,3,3,0,0,3,2,1,11,52,0,0,52,9,87,3,22,6,53,16,76,0,2,773,5138,17,92,519,2304,0,2,288,1174,0,0,0,1,1,0,0,0,0,0,0,1172,0,0
3/28/20,1,14,0,8,0,1,0,0,3,2,3,3299,6,8,6,1,2,8,2,2,6,6,13,22,4,3177,4,1,0,1,1,2,0,0,0,3,7,5,0,3,3,0,0,3,2,1,13,65,0,0,65,15,102,14,36,3,56,24,100,0,2,844,5982,16,108,673,2977,0,2,292,1466,0,0,0,1,1,0,0,0,0,0,0,1464,1,1
3/29/20,2,16,0,8,0,2,0,0,4,2,5,3304,6,8,6,1,2,8,2,2,6,6,13,22,4,3182,4,1,0,1,1,2,0,0,0,3,7,5,0,3,3,0,0,3,2,1,7,72,0,0,72,12,114,10,46,7,63,19,119,1,3,821,6803,23,131,592,3569,1,3,213,1679,0,0,0,1,2,0,0,0,0,0,0,1676,0,1
3/30/20,1,17,1,8,0,2,0,0,4,2,4,3308,6,8,6,1,2,8,2,2,6,6,13,22,4,3186,4,1,0,1,1,2,0,0,0,3,7,5,0,3,3,0,0,3,2,1,5,77,0,0,77,8,122,8,54,2,65,21,140,0,3,913,7716,37,168,711,4280,2,5,374,2053,0,0,0,1,2,0,0,0,0,0,0,2050,0,1
3/31/20,1,18,1,8,0,2,0,1,4,2,1,3309,6,8,6,1,2,8,2,2,6,6,13,22,4,3187,4,1,0,1,1,2,0,0,0,3,7,5,0,3,3,0,0,3,2,1,13,90,0,0,90,14,136,17,71,2,67,20,160,0,3,748,8464,46,214,1082,5362,1,6,404,2457,0,0,0,1,3,0,0,0,0,0,0,2453,0,1
4/1/20,2,20,1,9,0,2,0,2,4,2,7,3316,6,8,6,1,2,8,2,2,6,6,13,22,4,3193,4,1,0,1,1,2,0,0,0,3,7,6,0,3,3,0,0,3,2,1,14,104,0,0,104,21,157,14,85,5,72,27,187,0,3,923,9387,63,277,1274,6636,2,8,673,3130,0,0,0,1,3,0,0,1,0,0,0,3125,1,2
4/2/20,4,24,1,10,0,4,0,2,5,2,6,3322,6,8,6,1,2,8,2,2,6,6,13,22,4,3199,4,1,0,1,1,2,0,0,0,3,7,6,0,3,3,0,0,3,2,1,19,123,0,0,123,13,170,13,98,3,75,22,209,1,4,961,10348,79,356,1515,8151,0,8,657,3787,0,0,0,1,3,0,0,1,0,0,0,3782,2,4
4/3/20,4,28,1,12,0,4,0,2,7,2,4,3326,6,8,6,1,2,8,2,2,6,6,13,22,4,3203,4,1,0,1,1,2,0,0,0,3,7,6,0,3,3,0,0,3,2,1,16,139,0,0,139,11,181,22,120,6,81,37,246,1,5,850,11198,69,425,1407,9558,1,9,737,4524,0,0,0,1,4,0,0,1,0,0,0,4518,0,4
4/4/20,2,30,2,12,0,4,0,2,8,2,4,3330,6,8,6,1,2,8,2,2,6,6,13,22,4,3207,4,1,0,1,1,2,0,0,0,3,7,6,0,3,3,0,0,3,2,1,22,161,0,0,161,10,191,17,137,6,87,20,266,1,6,749,11947,76,501,1609,11167,1,10,757,5281,0,0,0,1,5,0,0,1,0,0,0,5274,1,5
4/5/20,5,35,2,16,0,4,0,2,8,3,3,3333,6,8,6,1,2,8,2,2,6,6,13,22,4,3210,4,1,0,1,1,2,0,0,0,3,7,6,0,3,3,0,0,3,2,1,18,179,0,0,179,7,198,21,158,6,93,29,295,0,6,694,12641,73,574,1632,12799,0,10,601,5882,0,0,0,1,6,0,0,1,0,0,1,5873,1,6
4/6/20,5,40,2,18,0,4,0,2,10,4,2,3335,6,8,6,1,2,8,2,2,6,6,13,22,4,3212,4,1,0,1,1,2,0,0,0,3,7,6,0,3,3,0,0,3,2,1,8,187,0,0,187,11,209,16,174,3,96,16,311,0,6,700,13341,75,649,1737,14536,1,11,570,6452,0,2,0,1,7,0,0,1,0,0,1,6440,0,6
4/7/20,5,45,2,21,0,4,1,2,11,4,0,3335,6,8,6,1,2,8,2,2,6,6,13,22,4,3212,4,1,0,1,1,2,0,0,0,3,7,6,0,3,3,0,0,3,2,1,16,203,0,0,203,12,221,36,210,2,98,34,345,0,6,704,14045,76,725,2570,17106,1,12,1105,7557,0,2,0,1,7,0,0,1,0,0,1,7545,1,7
4/8/20,5,50,2,21,0,4,2,3,12,6,2,3337,6,8,6,1,2,8,2,2,6,6,13,22,4,3213,4,1,0,1,1,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,15,218,0,0,218,19,240,25,235,7,105,35,380,0,6,747,14792,87,812,2154,19260,0,12,1032,8589,0,3,0,1,8,0,0,1,0,0,1,8575,0,7
4/9/20,1,51,2,21,0,4,3,3,12,6,2,3339,6,8,6,1,2,8,2,2,6,6,13,22,4,3215,4,1,0,1,1,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,19,237,0,0,237,40,280,28,263,8,113,29,409,0,6,655,15447,96,908,2215,21475,2,14,1117,9706,0,4,0,1,8,0,0,1,0,0,1,9691,0,7
4/10/20,3,54,2,22,0,4,3,4,13,6,1,3340,6,8,6,1,2,8,2,2,6,6,13,22,4,3216,4,1,0,1,1,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,10,247,0,0,247,26,306,24,287,12,125,26,435,1,7,634,16081,98,1006,2188,23663,2,16,1123,10829,0,4,0,1,9,0,0,1,0,0,1,10813,0,7
4/11/20,3,57,2,23,0,5,3,4,14,6,3,3343,6,8,6,1,2,8,2,2,6,6,13,22,4,3219,4,1,0,1,1,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,13,260,0,0,260,21,327,33,320,13,138,35,470,1,8,525,16606,95,1101,2138,25801,4,20,844,11673,0,4,0,1,9,0,0,2,0,0,1,11656,0,7
4/12/20,3,60,2,24,0,5,4,5,14,6,0,3343,6,8,6,1,2,8,2,2,6,6,13,22,4,3219,4,1,0,1,1,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,13,273,0,0,273,46,373,14,334,9,147,34,504,0,8,603,17209,97,1198,1892,27693,2,22,657,12330,0,4,0,1,9,0,0,2,0,0,1,12313,0,7
4/13/20,1,61,2,25,0,5,4,5,14,6,2,3345,6,8,6,1,2,8,2,2,6,6,13,22,4,3221,4,1,0,1,1,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,12,285,0,0,285,26,399,31,365,9,156,31,535,1,9,547,17756,98,1296,1982,29675,3,25,725,13055,0,5,0,1,9,0,0,2,0,0,1,13037,1,8
4/14/20,1,62,2,25,0,5,4,6,14,6,0,3345,6,8,6,1,2,8,2,2,6,6,13,22,4,3221,4,1,0,1,1,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,14,299,0,0,299,60,459,41,406,14,170,32,567,1,10,300,18056,107,1403,2453,32128,3,28,1080,14135,0,5,0,1,13,0,0,2,0,0,1,14113,0,8
4/15/20,1,63,3,25,0,5,4,6,14,6,1,3346,6,8,6,1,2,8,2,2,6,6,13,22,4,3222,4,1,0,1,1,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,10,309,0,0,309,10,469,38,444,16,186,32,599,0,10,652,18708,115,1518,2591,34719,5,33,884,15019,0,5,0,1,15,0,0,4,0,0,1,14993,1,9
4/16/20,0,63,3,25,0,5,4,6,14,6,0,3346,6,8,6,1,2,8,2,2,6,6,13,22,4,3222,4,1,0,1,1,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,12,321,0,0,321,27,496,42,486,18,204,30,629,0,10,607,19315,125,1643,2198,36917,2,35,1040,16059,0,5,0,1,19,0,0,4,0,0,1,16029,0,9
4/17/20,3,66,3,26,0,5,4,7,14,7,1290,4636,6,8,6,1,2,8,2,2,6,6,13,22,4,4512,4,1,0,1,1,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,15,336,0,0,336,24,520,44,530,13,217,28,657,1,11,687,20002,126,1769,2113,39030,2,37,914,16973,0,5,0,1,20,0,0,4,0,0,1,16942,0,9
4/18/20,1,67,3,26,0,6,4,7,14,7,0,4636,6,8,6,1,2,8,2,2,6,6,13,22,4,4512,4,1,0,1,1,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,10,346,0,0,346,15,535,41,571,19,236,30,687,0,11,41,20043,121,1890,1940,40970,0,37,1108,18081,0,5,0,1,21,0,0,6,0,0,1,18047,0,9
4/19/20,0,67,3,26,0,6,4,7,14,7,0,4636,6,8,6,1,2,8,2,2,6,6,13,22,4,4512,4,1,0,1,1,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,9,355,0,0,355,47,582,39,610,19,255,27,714,0,11,410,20453,127,2017,1989,42959,4,41,433,18514,0,5,1,1,21,0,0,6,0,0,1,18479,1,10
4/20/20,0,67,3,26,0,6,4,7,14,7,0,4636,6,8,6,1,2,8,2,2,6,6,13,22,4,4512,4,1,0,1,1,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,9,364,0,0,364,8,590,77,687,20,275,21,735,0,11,399,20852,123,2140,2244,45203,2,43,576,19090,0,5,1,1,24,0,0,9,0,0,1,19049,0,10
4/21/20,0,67,3,26,0,6,4,7,14,7,0,4636,6,8,6,1,2,8,2,2,6,6,13,22,4,4512,4,1,0,1,1,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,6,370,0,0,370,26,616,43,730,28,303,27,762,0,11,430,21282,119,2259,2459,47662,3,46,1224,20314,0,5,1,1,24,0,0,9,0,0,1,20273,2,12
4/22/20,0,67,3,26,0,6,4,7,14,7,0,4636,6,8,6,1,2,8,2,2,6,6,13,22,4,4512,4,1,0,1,1,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,14,384,0,0,384,19,635,39,769,20,323,23,785,1,12,435,21717,117,2376,2473,50135,6,52,857,21171,0,5,1,1,28,0,0,15,0,0,1,21120,0,12
4/23/20,8,75,3,31,0,6,4,8,16,7,0,4636,6,8,6,1,2,8,2,2,6,6,13,22,4,4512,4,1,0,1,1,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,10,394,0,0,394,12,647,25,794,28,351,35,820,0,12,440,22157,115,2491,2435,52570,4,56,684,21855,0,5,1,1,29,0,0,16,0,0,1,21802,0,12
4/24/20,4,79,3,33,0,6,4,9,16,8,0,4636,6,8,6,1,2,8,2,2,6,6,13,22,4,4512,4,1,0,1,1,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,9,403,0,0,403,42,689,220,1014,9,360,34,854,0,12,367,22524,109,2600,2178,54748,8,64,1018,22873,0,5,1,1,34,0,0,18,1,0,1,22812,0,12
4/25/20,1,80,3,33,0,6,4,10,16,8,0,4636,6,8,6,1,2,8,2,2,6,6,13,22,4,4512,4,1,0,1,1,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,15,418,0,0,418,31,720,49,1063,19,379,26,880,0,12,378,22902,106,2706,1724,56472,7,71,816,23689,0,5,1,1,35,0,0,18,1,0,1,23627,2,14
4/26/20,3,83,3,34,0,6,4,11,17,8,1,4637,6,9,6,1,2,8,2,2,6,6,13,22,4,4512,4,1,0,1,1,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,4,422,0,0,422,23,743,24,1087,16,395,23,903,0,12,288,23190,99,2805,1413,57885,5,76,364,24053,0,5,1,1,35,0,0,18,1,0,1,23991,1,15
4/27/20,0,83,3,34,0,6,4,11,17,8,0,4637,6,9,6,1,2,8,2,2,6,6,13,22,4,4512,4,1,0,1,1,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,5,427,0,0,427,22,765,15,1102,22,417,25,928,2,14,331,23521,95,2900,1495,59380,6,82,323,24376,0,6,1,1,35,0,0,20,1,0,1,24311,0,15
4/28/20,6,89,3,39,0,6,4,11,18,8,0,4637,6,9,6,1,2,8,2,2,6,6,13,22,4,4512,4,1,0,1,1,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,7,434,0,0,434,8,773,57,1159,19,436,20,948,0,14,301,23822,92,2992,2228,61608,7,89,971,25347,0,6,1,1,36,0,0,21,1,0,1,25280,0,15
4/29/20,2,91,3,40,0,6,4,12,18,8,0,4637,6,9,6,1,2,8,2,2,6,6,13,22,4,4512,4,1,0,1,1,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,9,443,0,0,443,11,784,31,1190,18,454,25,973,0,14,453,24275,89,3081,2398,64006,9,98,771,26118,0,6,1,1,38,0,0,21,1,0,1,26049,0,15
4/30/20,2,93,3,41,0,6,4,13,18,8,0,4637,6,9,6,1,2,8,2,2,6,6,13,22,4,4512,4,1,0,1,1,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,9,452,0,0,452,8,792,42,1232,27,481,16,989,1,15,268,24543,93,3174,2181,66187,7,105,636,26754,0,6,1,1,40,0,0,21,1,0,1,26683,2,17
5/1/20,0,93,3,41,0,6,4,13,18,8,0,4637,6,9,6,1,2,8,2,2,6,6,13,22,4,4512,4,1,0,1,1,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,8,460,0,0,460,8,800,33,1265,29,510,18,1007,1,16,0,24543,84,3258,1911,68098,6,111,700,27454,0,6,1,1,41,0,0,22,1,0,1,27381,0,17
5/2/20,1,94,3,42,0,6,4,13,18,8,0,4637,6,9,6,1,2,8,2,2,6,6,13,22,4,4512,4,1,0,1,1,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,15,475,0,0,475,31,831,21,1286,26,536,16,1023,1,17,557,25100,78,3336,1735,69833,8,119,585,28039,0,7,1,1,41,0,0,22,1,0,1,27965,0,17
5/3/20,1,95,3,42,0,6,4,13,18,9,0,4637,6,9,6,1,2,8,2,2,6,6,13,22,4,4512,4,1,0,1,1,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,9,484,0,0,484,14,845,17,1303,24,560,20,1043,1,18,164,25264,61,3397,1199,71032,7,126,253,28292,0,7,1,1,41,0,0,22,1,0,1,28218,0,17
5/4/20,1,96,3,43,0,6,4,13,18,9,0,4637,6,9,6,1,2,8,2,2,6,6,13,22,4,4512,4,1,0,1,1,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,9,493,0,0,493,19,864,16,1319,22,582,20,1063,0,18,164,25428,64,3461,1377,72409,11,137,273,28565,0,7,1,1,41,0,0,23,1,0,1,28490,0,17
5/5/20,1,97,3,44,0,6,4,13,18,9,0,4637,6,9,6,1,2,8,2,2,6,6,13,22,4,4512,4,1,0,1,1,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,10,503,0,0,503,8,872,20,1339,11,593,11,1074,0,18,185,25613,59,3520,2207,74616,9,146,725,29290,0,7,1,1,40,0,0,23,1,0,1,29216,0,17
5/6/20,0,97,3,44,0,6,4,13,18,9,0,4637,6,9,6,1,2,8,2,2,6,6,13,22,4,4512,4,1,0,1,1,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,3,506,0,0,506,23,895,36,1375,12,605,15,1089,2,20,244,25857,64,3584,2321,76937,11,157,647,29937,0,7,1,1,40,0,0,23,1,0,1,29863,0,17
5/7/20,0,97,3,44,0,6,4,13,18,9,0,4637,6,9,6,1,2,8,2,2,6,6,13,22,4,4512,4,1,0,1,1,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,8,514,0,0,514,35,930,28,1403,12,617,16,1105,0,20,213,26070,57,3641,1919,78856,8,165,458,30395,0,7,1,1,40,0,0,23,1,0,1,30321,0,17
5/8/20,0,97,3,44,0,6,4,13,18,9,0,4637,6,9,6,1,2,8,2,2,6,6,13,22,4,4512,4,1,0,1,1,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,8,522,0,0,522,13,943,26,1429,17,634,9,1114,0,20,229,26299,48,3689,1759,80615,9,174,580,30975,0,7,1,1,41,0,0,23,1,0,1,30900,1,18
5/9/20,0,97,3,44,0,6,4,13,18,9,0,4637,6,9,6,1,2,8,2,2,6,6,13,22,4,4512,4,1,0,1,1,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,4,526,0,0,526,16,959,17,1446,20,654,12,1126,0,20,179,26478,50,3739,1469,82084,11,185,275,31250,0,7,1,1,41,0,0,23,1,0,1,31175,0,18
5/10/20,0,97,3,44,0,6,4,13,18,9,0,4637,6,9,6,1,2,8,2,2,6,6,13,22,4,4512,4,1,0,1,1,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,3,529,0,0,529,14,973,12,1458,12,666,9,1135,0,20,143,26621,47,3786,991,83075,13,198,217,31467,0,7,1,1,41,0,0,23,1,0,1,31392,1,19
5/11/20,0,97,3,44,0,6,4,13,18,9,0,4637,6,9,6,1,2,8,2,2,6,6,13,22,4,4512,4,1,0,1,1,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,4,533,0,0,533,18,991,9,1467,19,685,9,1144,1,21,123,26744,55,3841,1037,84112,3,201,188,31655,0,8,1,1,41,0,0,23,1,0,1,31579,0,19
5/12/20,1,98,3,45,0,6,4,13,18,9,0,4637,6,9,6,1,2,8,2,2,6,6,13,22,4,4512,4,1,0,1,1,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,-6,527,0,0,527,16,1007,21,1488,22,707,19,1163,0,21,176,26920,53,3894,1597,85709,2,203,615,32270,0,8,1,1,42,0,0,23,1,0,1,32193,0,19
5/13/20,0,98,3,45,0,6,4,13,18,9,0,4637,6,9,6,1,2,8,2,2,6,6,13,22,4,4512,4,1,0,1,1,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,6,533,0,0,533,21,1028,9,1497,19,726,12,1175,0,21,184,27104,58,3952,1723,87432,3,206,448,32718,0,8,1,1,43,0,0,23,1,0,1,32640,0,19
5/14/20,0,98,3,45,0,6,4,13,18,9,0,4637,6,9,6,1,2,8,2,2,6,6,13,22,4,4512,4,1,0,1,1,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,4,537,0,0,537,15,1043,9,1506,16,742,9,1184,0,21,217,27321,55,4007,1775,89207,2,208,353,33071,0,9,1,1,43,0,0,23,1,0,1,32992,0,19
5/15/20,0,98,3,45,0,6,4,13,18,9,0,4637,6,9,6,1,2,8,2,2,6,6,13,22,4,4512,4,1,0,1,1,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,0,537,0,0,537,33,1076,12,1518,18,760,6,1190,0,21,138,27459,48,4055,1665,90872,2,210,351,33422,0,9,1,1,43,0,0,24,1,0,1,33342,0,19
5/16/20,0,98,3,45,0,6,4,13,18,9,1,4638,6,9,6,1,2,8,2,2,6,6,13,22,4,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,6,543,0,0,543,13,1089,15,1533,18,778,13,1203,1,22,104,27563,41,4096,1201,92073,4,214,411,33833,0,9,1,1,43,0,0,24,1,0,1,33753,0,19
5/17/20,1,99,3,46,0,6,4,13,18,9,0,4638,6,9,6,1,2,8,2,2,6,6,13,22,4,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,4,547,0,0,547,59,1148,10,1543,9,787,15,1218,0,22,0,27563,44,4140,829,92902,6,220,67,33900,0,9,1,1,43,0,0,24,1,0,1,33820,1,20
5/18/20,0,99,3,46,0,6,4,13,18,9,0,4638,6,9,6,1,2,8,2,2,6,6,13,22,4,4512,4,1,0,1,2,2,0,0,0,3,7,7,0,3,3,0,0,3,2,1,1,548,0,0,548,43,1191,4,1547,9,796,13,1231,0,22,146,27709,31,4171,1228,94130,4,224,146,34046,0,9,1,1,43,0,0,24,1,0,1,33966,0,20
